,status,pnl,duration,dd,open,close,entry,exit,ddtms,ddv,created_at,side,tx,txi
229,closed,0.0079,108.0,-0.011028227305395157,1662081120000,1662087600000,20017.0,20175.5,1662085680000,19953.0,2022-09-02 00:00:00,buy,1m,3
230,closed,0.0079,297.0,-0.013638407353749313,1662087780000,1662105600000,20175.5,20017.0,1662092580000,20290.0,2022-09-02 00:00:00,sell,1m,4
231,closed,0.0011,2.0,-0.003419989591336026,1662087780000,1662087900000,20197.5,20175.5,1662087780000,20244.5,2022-09-02 00:00:00,sell,15m,2
232,closed,0.0098,83.0,-0.011412303502908776,1662129420000,1662134400000,20398.0,20197.5,1662129720000,20428.0,2022-09-02 00:00:00,sell,15m,3
228,closed,0.0074,37.0,-0.013563471049607834,1662139380000,1662141600000,19870.5,20017.0,1662141120000,19745.5,2022-09-02 00:00:00,buy,1m,2
227,closed,0.0076,59.0,-0.008026974660929519,1662195660000,1662199200000,19721.5,19870.5,1662195660000,19711.0,2022-09-02 00:00:00,buy,1m,-2
245,closed,0.0013,8.0,-0.001713882447827402,1662249720000,1662250200000,19813.0,19838.0,1662249840000,19804.0,2022-09-04 00:00:00,buy,1m,3
246,closed,0.0013,5.0,-0.0018169888457073638,1662250200000,1662250500000,19838.0,19813.0,1662250200000,19849.0,2022-09-04 00:00:00,sell,1m,4
244,closed,0.0018,19.0,-0.0020945843638015445,1662253860000,1662255000000,19776.5,19813.0,1662254460000,19771.5,2022-09-04 00:00:00,buy,1m,2
243,closed,0.0015,31.0,-0.002224862842262281,1662262140000,1662264000000,19747.5,19776.5,1662262140000,19732.5,2022-09-04 00:00:00,buy,1m,-2
242,closed,0.002,84.0,-0.007469299911381187,1662273360000,1662278400000,19709.0,19747.5,1662278280000,19600.0,2022-09-04 00:00:00,buy,1m,-3
226,closed,0.0046,2.0,-0.006160788986638947,1662278280000,1662278400000,19631.0,19721.5,1662278280000,19600.0,2022-09-02 00:00:00,buy,1m,-3
240,closed,0.0006,1.0,-0.0021382751247327157,1662278280000,1662278340000,19631.0,19642.0,1662278280000,19600.0,2022-09-04 00:00:00,buy,15m,-3
241,closed,0.0034,2.0,-0.005530468313968238,1662278280000,1662278400000,19642.0,19709.0,1662278280000,19600.0,2022-09-04 00:00:00,buy,1m,-4
259,closed,0.0031,112.0,-0.021090743366416854,1662422880000,1662429600000,19809.0,19748.0,1662426180000,20164.5,2022-09-06 00:00:00,sell,1m,2
260,closed,0.0021,47.0,-0.01744156696451108,1662423180000,1662426000000,19850.0,19809.0,1662425580000,20154.5,2022-09-06 00:00:00,sell,1m,3
261,closed,0.0023,40.0,-0.015340050377833753,1662423600000,1662426000000,19895.5,19850.0,1662425580000,20154.5,2022-09-06 00:00:00,sell,1m,4
262,closed,0.0082,8.0,-0.01301801915005906,1662425520000,1662426000000,20060.5,19895.5,1662425580000,20154.5,2022-09-06 00:00:00,sell,15m,2
258,closed,0.0031,45.0,-0.008026654550961684,1662429600000,1662432300000,19748.0,19809.0,1662429660000,19650.0,2022-09-06 00:00:00,buy,1m,-2
256,closed,0.0025,1.0,-0.003094718684998224,1662429660000,1662429720000,19662.0,19711.0,1662429660000,19650.0,2022-09-06 00:00:00,buy,1m,-4
257,closed,0.0019,4.0,-0.004962527850921612,1662429660000,1662429900000,19711.0,19748.0,1662429660000,19650.0,2022-09-06 00:00:00,buy,1m,-3
224,closed,0.0025,3295.0,-0.056697341513292435,1662483900000,1662681600000,19511.0,19560.0,1662517440000,18451.0,2022-09-02 00:00:00,buy,15m,-4
209,closed,0.001,3295.0,-0.05524833589349718,1662483900000,1662681600000,19511.0,19530.0,1662517440000,18451.0,2022-08-31 00:00:00,buy,15m,-4
225,closed,0.0036,3295.0,-0.06010901125770465,1662483900000,1662681600000,19560.0,19631.0,1662517440000,18451.0,2022-09-02 00:00:00,buy,1m,-4
223,closed,0.0018,3295.0,-0.05432832761006612,1662483900000,1662681600000,19475.5,19511.0,1662517440000,18451.0,2022-09-02 00:00:00,buy,4h,-3
208,closed,0.0018,3295.0,-0.05432832761006612,1662483900000,1662681600000,19475.5,19511.0,1662517440000,18451.0,2022-08-31 00:00:00,buy,4h,-3
210,closed,0.0077,3295.0,-0.062449186991869916,1662483900000,1662681600000,19530.0,19680.0,1662517440000,18451.0,2022-08-31 00:00:00,buy,1m,-4
253,closed,0.0152,3295.0,-0.05432832761006612,1662483900000,1662681600000,19219.5,19511.0,1662517440000,18451.0,2022-09-06 00:00:00,buy,4h,-3
195,closed,0.0165,3295.0,-0.06968184339232592,1662483900000,1662681600000,19511.0,19833.0,1662517440000,18451.0,2022-08-29 00:00:00,buy,1m,-4
237,closed,0.0152,3295.0,-0.05432832761006612,1662483900000,1662681600000,19219.5,19511.0,1662517440000,18451.0,2022-09-04 00:00:00,buy,4h,-3
238,closed,0.001,3295.0,-0.05524833589349718,1662483900000,1662681600000,19511.0,19530.0,1662517440000,18451.0,2022-09-04 00:00:00,buy,1h,-4
239,closed,0.0052,3295.0,-0.06010901125770465,1662483900000,1662681600000,19530.0,19631.0,1662517440000,18451.0,2022-09-04 00:00:00,buy,15m,-4
255,closed,0.0052,3295.0,-0.06159088597294273,1662483900000,1662681600000,19560.0,19662.0,1662517440000,18451.0,2022-09-06 00:00:00,buy,15m,-4
254,closed,0.0025,3295.0,-0.056697341513292435,1662483900000,1662681600000,19511.0,19560.0,1662517440000,18451.0,2022-09-06 00:00:00,buy,1h,-4
194,closed,0.0018,3295.0,-0.05432832761006612,1662483900000,1662681600000,19475.5,19511.0,1662517440000,18451.0,2022-08-29 00:00:00,buy,4h,-3
16,closed,0.0675,3492.0,-0.08390844545951046,1662486480000,1662696000000,18867.5,20141.0,1662517440000,18451.0,2022-08-03 00:00:00,buy,1h,-4
1,closed,0.0675,3492.0,-0.08390844545951046,1662486480000,1662696000000,18867.5,20141.0,1662517440000,18451.0,2022-08-01 00:00:00,buy,1h,-4
274,closed,0.0085,140.0,-0.011331956633970056,1662601200000,1662609600000,19207.5,19370.0,1662601320000,19150.5,2022-09-08 00:00:00,buy,1m,2
273,closed,0.0024,19.0,-0.0029675907848496683,1662601260000,1662602400000,19162.0,19207.5,1662601320000,19150.5,2022-09-08 00:00:00,buy,1m,-2
275,closed,0.0084,123.0,-0.008564362879083692,1662613020000,1662620400000,19370.0,19207.5,1662613020000,19372.0,2022-09-08 00:00:00,sell,1m,3
276,closed,0.004,10835.0,-0.17676819824470832,1662693900000,1663344000000,19447.5,19370.0,1663071900000,22794.0,2022-09-08 00:00:00,sell,1m,4
277,closed,0.007,10595.0,-0.1720786733513305,1662693900000,1663329600000,19585.0,19447.5,1663071900000,22794.0,2022-09-08 00:00:00,sell,15m,-2
278,closed,0.0163,9124.0,-0.16384988511616033,1662695760000,1663243200000,19910.0,19585.0,1663071900000,22794.0,2022-09-08 00:00:00,sell,15m,3
247,closed,0.0178,6719.0,-0.1490069563464059,1662696060000,1663099200000,20197.5,19838.0,1663071900000,22794.0,2022-09-04 00:00:00,sell,15m,2
279,closed,0.0126,6719.0,-0.1448518332496233,1662696060000,1663099200000,20164.5,19910.0,1663071900000,22794.0,2022-09-08 00:00:00,sell,15m,4
263,closed,0.0068,6479.0,-0.13626280501483015,1662696060000,1663084800000,20197.5,20060.5,1663071900000,22794.0,2022-09-06 00:00:00,sell,15m,3
248,closed,0.0073,1.0,-0.00772372818418121,1662696120000,1662696180000,20346.5,20197.5,1662696120000,20353.5,2022-09-04 00:00:00,sell,15m,3
264,closed,0.0113,6424.0,-0.1285555142963238,1662699360000,1663084800000,20428.0,20197.5,1663071900000,22794.0,2022-09-06 00:00:00,sell,15m,4
249,closed,0.0108,6395.0,-0.12029095913302042,1662701100000,1663084800000,20569.0,20346.5,1663071900000,22794.0,2022-09-04 00:00:00,sell,15m,4
265,closed,0.004,6395.0,-0.11582142157822596,1662701100000,1663084800000,20510.0,20428.0,1663071900000,22794.0,2022-09-06 00:00:00,sell,1h,-3
233,closed,0.0083,6395.0,-0.11746249632316894,1662701100000,1663084800000,20569.0,20398.0,1663071900000,22794.0,2022-09-02 00:00:00,sell,15m,4
217,closed,0.0029,1.0,-0.003949293027791321,1662701100000,1662701160000,20569.0,20510.0,1662701100000,20591.0,2022-08-31 00:00:00,sell,15m,2
216,closed,0.021,6395.0,-0.13521589720603616,1662701100000,1663084800000,20510.0,20079.0,1663071900000,22794.0,2022-08-31 00:00:00,sell,15m,-2
280,closed,0.0168,6395.0,-0.1304024399315629,1662701100000,1663084800000,20510.0,20164.5,1663071900000,22794.0,2022-09-08 00:00:00,sell,1h,-2
185,closed,0.0042,13.0,-0.011701608971233545,1662701520000,1662702300000,20597.0,20510.0,1662701520000,20750.0,2022-08-27 00:00:00,sell,1m,2
186,closed,0.005,4.0,-0.00742826625236685,1662701520000,1662701760000,20700.5,20597.0,1662701520000,20750.0,2022-08-27 00:00:00,sell,1m,3
202,closed,0.0183,6184.0,-0.1113603120429059,1662713760000,1663084800000,20892.0,20510.0,1663071900000,22794.0,2022-08-29 00:00:00,sell,15m,2
281,closed,0.0153,6184.0,-0.1113603120429059,1662713760000,1663084800000,20829.5,20510.0,1663071900000,22794.0,2022-09-08 00:00:00,sell,1h,2
218,closed,0.0155,6184.0,-0.10817249258593029,1662713760000,1663084800000,20892.0,20569.0,1663071900000,22794.0,2022-08-31 00:00:00,sell,15m,3
187,closed,0.0062,4.0,-0.013477935315572087,1662713760000,1662714000000,20829.5,20700.5,1662713760000,20979.5,2022-08-27 00:00:00,sell,1m,4
266,closed,0.0263,6077.0,-0.1113603120429059,1662720180000,1663084800000,21063.5,20510.0,1663071900000,22794.0,2022-09-06 00:00:00,sell,1h,-2
188,closed,0.0101,5837.0,-0.09032862046616577,1662720180000,1663070400000,21042.0,20829.5,1663068000000,22711.0,2022-08-27 00:00:00,sell,15m,-2
189,closed,0.0263,5085.0,-0.07931755536545956,1662765300000,1663070400000,21610.0,21042.0,1663068000000,22711.0,2022-08-27 00:00:00,sell,15m,2
292,closed,0.0066,15.0,-0.007824652368607118,1662768000000,1662768900000,21355.0,21215.0,1662768180000,21381.0,2022-09-10 00:00:00,sell,1m,2
291,closed,0.0066,155.0,-0.009271833294310467,1662769500000,1662778800000,21215.0,21355.0,1662770040000,21157.0,2022-09-10 00:00:00,buy,1m,-2
290,closed,0.0024,2.0,-0.002733914683007306,1662770040000,1662770160000,21165.0,21215.0,1662770040000,21157.0,2022-09-10 00:00:00,buy,1m,-3
293,closed,0.0083,105.0,-0.0141184734254273,1662786900000,1662793200000,21533.5,21355.0,1662788460000,21656.5,2022-09-10 00:00:00,sell,1m,3
289,closed,0.0022,2.0,-0.0024568863690054336,1662818100000,1662818220000,21119.5,21165.0,1662818100000,21113.0,2022-09-10 00:00:00,buy,1m,-4
294,closed,0.0061,7.0,-0.01228318666264193,1662846540000,1662846960000,21666.0,21533.5,1662846540000,21798.0,2022-09-10 00:00:00,sell,1m,4
203,closed,0.0358,3731.0,-0.08706681983534367,1662846540000,1663070400000,21667.5,20892.0,1663068000000,22711.0,2022-08-29 00:00:00,sell,15m,3
190,closed,0.0033,6.0,-0.008699676075890792,1662846540000,1662846900000,21682.5,21610.0,1662846540000,21798.0,2022-08-27 00:00:00,sell,15m,3
219,closed,0.0447,2541.0,-0.08706681983534367,1662917940000,1663070400000,21869.0,20892.0,1663068000000,22711.0,2022-08-31 00:00:00,sell,15m,4
305,closed,0.006,58.0,-0.011677597751319728,1662940920000,1662944400000,21748.0,21879.5,1662944400000,21624.0,2022-09-12 00:00:00,buy,1m,3
304,closed,0.0018,2.0,-0.0018392495861688431,1662941040000,1662941160000,21708.5,21748.0,1662941040000,21708.0,2022-09-12 00:00:00,buy,1m,2
179,closed,0.0057,31.0,-0.02923465869914962,1662946140000,1662948000000,21880.0,21755.0,1662947160000,22391.0,2022-08-25 00:00:00,sell,1m,4
191,closed,0.009,31.0,-0.03267612129597602,1662946140000,1662948000000,21880.0,21682.5,1662947160000,22391.0,2022-08-27 00:00:00,sell,15m,4
306,closed,0.006,31.0,-0.02956593709766415,1662946140000,1662948000000,21879.5,21748.0,1662947160000,22391.0,2022-09-12 00:00:00,sell,1m,4
204,closed,0.0097,31.0,-0.03339102342217607,1662946140000,1662948000000,21880.0,21667.5,1662947160000,22391.0,2022-08-29 00:00:00,sell,15m,4
307,closed,0.0,1.0,-0.004821865216298362,1662946140000,1662946200000,21880.0,21879.5,1662946140000,21985.0,2022-09-12 00:00:00,sell,1h,4
295,closed,0.0098,31.0,-0.03346256807901782,1662946140000,1662948000000,21880.0,21666.0,1662947160000,22391.0,2022-09-10 00:00:00,sell,1h,4
267,closed,0.0482,2057.0,-0.07821587105656705,1662946980000,1663070400000,22130.0,21063.5,1663068000000,22711.0,2022-09-06 00:00:00,sell,1h,2
250,closed,0.0705,2297.0,-0.10817249258593029,1662946980000,1663084800000,22130.0,20569.0,1663071900000,22794.0,2022-09-04 00:00:00,sell,1h,2
167,closed,0.0268,77.0,-0.03960442009471631,1662946980000,1662951600000,22130.0,21538.0,1662947160000,22391.0,2022-08-23 00:00:00,sell,15m,2
220,closed,0.0118,17.0,-0.023869404179432074,1662946980000,1662948000000,22130.0,21869.0,1662947160000,22391.0,2022-08-31 00:00:00,sell,1h,2
205,closed,0.0113,17.0,-0.023354661791590493,1662946980000,1662948000000,22130.0,21880.0,1662947160000,22391.0,2022-08-29 00:00:00,sell,1h,2
234,closed,0.0705,2297.0,-0.10817249258593029,1662946980000,1663084800000,22130.0,20569.0,1663071900000,22794.0,2022-09-02 00:00:00,sell,1h,2
282,closed,0.0588,2057.0,-0.09032862046616577,1662946980000,1663070400000,22130.0,20829.5,1663068000000,22711.0,2022-09-08 00:00:00,sell,1h,3
180,closed,0.021,14.0,-0.023354661791590493,1662947160000,1662948000000,22350.0,21880.0,1662947160000,22391.0,2022-08-25 00:00:00,sell,1h,-3
303,closed,0.0074,27.0,-0.008199553170417118,1662953580000,1662955200000,21550.0,21708.5,1662953580000,21530.5,2022-09-12 00:00:00,buy,1m,-2
206,closed,0.0174,320.0,-0.026253953908721192,1663051200000,1663070400000,22521.0,22130.0,1663068000000,22711.0,2022-08-29 00:00:00,sell,1h,-2
192,closed,0.0285,320.0,-0.03797989031078611,1663051200000,1663070400000,22521.0,21880.0,1663068000000,22711.0,2022-08-27 00:00:00,sell,1h,-3
221,closed,0.0251,40.0,-0.026253953908721192,1663068000000,1663070400000,22700.0,22130.0,1663068000000,22711.0,2022-08-31 00:00:00,sell,1h,-2
157,closed,0.0598,40.0,-0.06409595651970201,1663068000000,1663070400000,22700.0,21343.0,1663068000000,22711.0,2022-08-21 00:00:00,sell,15m,-3
235,closed,0.0251,40.0,-0.026253953908721192,1663068000000,1663070400000,22700.0,22130.0,1663068000000,22711.0,2022-09-02 00:00:00,sell,1h,-2
251,closed,0.0251,40.0,-0.026253953908721192,1663068000000,1663070400000,22700.0,22130.0,1663068000000,22711.0,2022-09-04 00:00:00,sell,1h,-2
168,closed,0.0251,40.0,-0.026253953908721192,1663068000000,1663070400000,22700.0,22130.0,1663068000000,22711.0,2022-08-23 00:00:00,sell,15m,-2
301,closed,0.002,2.0,-0.006565162732225171,1663073580000,1663073700000,21434.5,21477.0,1663073640000,21336.0,2022-09-12 00:00:00,buy,1m,-4
302,open,-0.2048,128827.0,-0.2835266821345708,1663073580000,1670803200000,21477.0,21550.0,1669067520000,15440.0,2022-09-12 00:00:00,buy,1m,-3
300,closed,0.0293,75396.0,-0.15691991882245912,1663082640000,1667606400000,20825.0,21434.5,1665664200000,18071.0,2022-09-12 00:00:00,buy,15m,3
288,closed,0.0141,74676.0,-0.14434527332559957,1663082640000,1667563200000,20825.0,21119.5,1665664200000,18071.0,2022-09-10 00:00:00,buy,15m,3
299,closed,0.0323,61495.0,-0.13224489795918368,1663095900000,1666785600000,20172.5,20825.0,1665664200000,18071.0,2022-09-12 00:00:00,buy,15m,-2
287,closed,0.0328,61495.0,-0.13224489795918368,1663095900000,1666785600000,20164.5,20825.0,1665664200000,18071.0,2022-09-10 00:00:00,buy,15m,2
298,closed,0.0112,18.0,-0.016730697732060974,1663105320000,1663106400000,19950.0,20172.5,1663105320000,19835.0,2022-09-12 00:00:00,buy,15m,2
312,closed,0.0085,58.0,-0.013834186687672312,1663113720000,1663117200000,20140.0,20312.0,1663114860000,20031.0,2022-09-14 00:00:00,buy,1m,-3
313,closed,0.0085,151.0,-0.018768619662363456,1663118940000,1663128000000,20312.0,20140.0,1663122300000,20518.0,2022-09-14 00:00:00,sell,1m,-2
314,closed,0.0048,40.0,-0.010141788105553367,1663122000000,1663124400000,20410.0,20312.0,1663122300000,20518.0,2022-09-14 00:00:00,sell,1m,2
311,closed,0.0154,107.0,-0.027284011916583913,1663179180000,1663185600000,19835.0,20140.0,1663179360000,19590.5,2022-09-14 00:00:00,buy,1m,-4
310,closed,0.0099,5.0,-0.01232669523569448,1663179360000,1663179660000,19640.5,19835.0,1663179360000,19590.5,2022-09-14 00:00:00,buy,15m,-3
286,closed,0.0276,104.0,-0.028465868233777183,1663179360000,1663185600000,19623.0,20164.5,1663179360000,19590.5,2022-09-10 00:00:00,buy,15m,-2
321,closed,0.0032,45.0,-0.008784142976482799,1663286400000,1663289100000,19688.5,19751.5,1663287420000,19578.0,2022-09-16 00:00:00,buy,1m,-3
322,closed,0.0032,67.0,-0.0056378088732000915,1663289580000,1663293600000,19751.5,19688.5,1663290360000,19799.5,2022-09-16 00:00:00,sell,1m,-2
323,closed,0.0037,46.0,-0.004936333949320305,1663301640000,1663304400000,19825.5,19751.5,1663304220000,19849.0,2022-09-16 00:00:00,sell,1m,2
324,closed,0.0016,5.0,-0.00262288466873471,1663328400000,1663328700000,19857.0,19825.5,1663328640000,19877.5,2022-09-16 00:00:00,sell,1m,3
320,closed,0.0061,8.0,-0.012875536480686695,1663336320000,1663336800000,19568.5,19688.5,1663336680000,19435.0,2022-09-16 00:00:00,buy,1m,-4
319,closed,0.005,2.0,-0.006822188721670031,1663336680000,1663336800000,19472.0,19568.5,1663336680000,19435.0,2022-09-16 00:00:00,buy,15m,-4
325,closed,0.0042,208.0,-0.011205116583572544,1663374720000,1663387200000,19940.5,19857.0,1663374780000,20079.5,2022-09-16 00:00:00,sell,1m,4
333,closed,0.0051,12954.0,-0.09999502759683755,1663459560000,1664236800000,20009.5,20111.0,1663798620000,18100.0,2022-09-18 00:00:00,buy,1m,-2
332,closed,0.0017,4.0,-0.0027736825008121144,1663459740000,1663459980000,19976.5,20009.5,1663459860000,19954.0,2022-09-18 00:00:00,buy,1m,-3
331,closed,0.003,14.0,-0.008334793382224114,1663494360000,1663495200000,19917.5,19976.5,1663495080000,19810.0,2022-09-18 00:00:00,buy,1m,-4
330,closed,0.0122,4307.0,-0.090749341031756,1663517580000,1663776000000,19677.5,19917.5,1663569840000,18110.0,2022-09-18 00:00:00,buy,15m,-3
309,closed,0.0246,1064.0,-0.0779257147221303,1663553760000,1663617600000,19168.5,19640.5,1663569840000,18110.0,2022-09-14 00:00:00,buy,15m,-4
329,closed,0.0188,3704.0,-0.0796595095921738,1663553760000,1663776000000,19315.0,19677.5,1663569840000,18110.0,2022-09-18 00:00:00,buy,15m,-4
285,closed,0.0354,1063.0,-0.07710339907251694,1663553820000,1663617600000,18951.5,19623.0,1663569840000,18110.0,2022-09-10 00:00:00,buy,15m,-3
297,closed,0.0527,3703.0,-0.09223057644110276,1663553820000,1663776000000,18951.5,19950.0,1663569840000,18110.0,2022-09-12 00:00:00,buy,15m,-3
272,closed,0.0095,583.0,-0.05490032355703998,1663553820000,1663588800000,18982.5,19162.0,1663569840000,18110.0,2022-09-08 00:00:00,buy,1m,-3
271,closed,0.0077,1.0,-0.011378901619913078,1663553820000,1663553880000,18837.5,18982.5,1663553820000,18766.5,2022-09-08 00:00:00,buy,1m,-4
270,closed,0.0039,4.0,-0.005175846051758461,1663554360000,1663554600000,18764.5,18837.5,1663554360000,18740.0,2022-09-08 00:00:00,buy,15m,-3
269,closed,0.017,122.0,-0.034879693037384425,1663567080000,1663574400000,18451.0,18764.5,1663569840000,18110.0,2022-09-08 00:00:00,buy,15m,-4
328,closed,0.0468,362.0,-0.06238674605229096,1663567080000,1663588800000,18451.0,19315.0,1663569840000,18110.0,2022-09-18 00:00:00,buy,1h,-4
318,closed,0.0553,602.0,-0.06994658997534922,1663567080000,1663603200000,18451.0,19472.0,1663569840000,18110.0,2022-09-16 00:00:00,buy,1h,-4
296,closed,0.0271,362.0,-0.04440281771891407,1663567080000,1663588800000,18451.0,18951.5,1663569840000,18110.0,2022-09-12 00:00:00,buy,15m,-4
308,closed,0.0389,362.0,-0.05522080496648147,1663567080000,1663588800000,18451.0,19168.5,1663569840000,18110.0,2022-09-14 00:00:00,buy,1h,-4
284,closed,0.0271,362.0,-0.04440281771891407,1663567080000,1663588800000,18451.0,18951.5,1663569840000,18110.0,2022-09-10 00:00:00,buy,15m,-4
345,closed,0.01,2387.0,-0.0487420584498094,1663632780000,1663776000000,19480.5,19675.0,1663696740000,18716.0,2022-09-20 00:00:00,buy,1m,3
344,closed,0.0088,43.0,-0.016375349708683044,1663643820000,1663646400000,19311.5,19480.5,1663644000000,19161.5,2022-09-20 00:00:00,buy,1m,2
343,closed,0.0066,10.0,-0.007767392486342335,1663644000000,1663644600000,19185.5,19311.5,1663644000000,19161.5,2022-09-20 00:00:00,buy,1m,-2
342,closed,0.0101,105.0,-0.021656980532172736,1663679700000,1663686000000,18993.0,19185.5,1663681260000,18770.0,2022-09-20 00:00:00,buy,1m,-3
341,closed,0.0064,3.0,-0.009582477754962354,1663680420000,1663680600000,18871.5,18993.0,1663680600000,18811.0,2022-09-20 00:00:00,buy,1m,-4
346,closed,0.0099,1.0,-0.02897769564436231,1663783140000,1663783200000,19675.0,19480.5,1663783200000,20045.0,2022-09-20 00:00:00,sell,1m,4
340,closed,0.0141,1.0,-0.021063508465145854,1663783200000,1663783260000,18610.0,18871.5,1663783200000,18474.0,2022-09-20 00:00:00,buy,15m,-3
347,closed,0.0151,1.0,-0.01880559085133418,1663783200000,1663783260000,19976.0,19675.0,1663783200000,20045.0,2022-09-20 00:00:00,sell,15m,3
339,closed,0.0276,103.0,-0.027404621171413217,1663798620000,1663804800000,18110.0,18610.0,1663798620000,18100.0,2022-09-20 00:00:00,buy,15m,-4
352,closed,0.0173,30798.0,-0.11601637107776262,1663814520000,1665662400000,18647.0,18325.0,1664916540000,20451.0,2022-09-22 00:00:00,sell,1m,-2
353,closed,0.0273,1646.0,-0.04673674049444951,1663835640000,1663934400000,19171.0,18647.0,1663888140000,19518.5,2022-09-22 00:00:00,sell,1m,2
354,closed,0.0114,23.0,-0.01606593291951385,1663875420000,1663876800000,19392.0,19171.0,1663876080000,19479.0,2022-09-22 00:00:00,sell,1m,3
363,closed,0.0122,29.0,-0.01253934942287513,1663977660000,1663979400000,19295.0,19060.0,1663977660000,19299.0,2022-09-24 00:00:00,sell,1m,3
362,closed,0.0123,3316.0,-0.03495724280901788,1663980240000,1664179200000,19060.0,19295.0,1664143320000,18620.5,2022-09-24 00:00:00,buy,1m,2
361,closed,0.0082,48.0,-0.008551941238195172,1664003520000,1664006400000,18905.0,19060.0,1664003520000,18897.0,2022-09-24 00:00:00,buy,1m,-2
360,closed,0.0078,141.0,-0.015048928854800317,1664141940000,1664150400000,18759.0,18905.0,1664143320000,18620.5,2022-09-24 00:00:00,buy,1m,-3
372,closed,0.0088,228.0,-0.013778526901570484,1664151120000,1664164800000,18855.0,18688.5,1664162520000,18946.0,2022-09-26 00:00:00,sell,1m,-2
373,closed,0.0046,8.0,-0.0048263060196234425,1664162520000,1664163000000,18942.0,18855.0,1664162520000,18946.0,2022-09-26 00:00:00,sell,1m,2
371,closed,0.0089,46.0,-0.0098117210289048,1664172840000,1664175600000,18688.5,18855.0,1664175600000,18670.0,2022-09-26 00:00:00,buy,1m,-3
374,closed,0.0031,173.0,-0.019876464998416218,1664179620000,1664190000000,19001.0,18942.0,1664182860000,19318.5,2022-09-26 00:00:00,sell,1m,3
375,closed,0.0057,150.0,-0.016709646860691544,1664181000000,1664190000000,19110.0,19001.0,1664182860000,19318.5,2022-09-26 00:00:00,sell,1m,4
376,closed,0.0057,14.0,-0.009706959706959707,1664181960000,1664182800000,19219.0,19110.0,1664182800000,19295.5,2022-09-26 00:00:00,sell,15m,2
364,closed,0.0051,893.0,-0.056413578647317955,1664240820000,1664294400000,19394.5,19295.0,1664281200000,20383.5,2022-09-24 00:00:00,sell,1m,4
365,closed,0.0049,882.0,-0.05099383845935703,1664241480000,1664294400000,19490.0,19394.5,1664281200000,20383.5,2022-09-24 00:00:00,sell,15m,3
377,closed,0.0184,880.0,-0.06059108174202612,1664241600000,1664294400000,19580.0,19219.0,1664281200000,20383.5,2022-09-26 00:00:00,sell,15m,3
366,closed,0.0277,781.0,-0.045844022575679835,1664247540000,1664294400000,20045.0,19490.0,1664281200000,20383.5,2022-09-24 00:00:00,sell,15m,4
378,closed,0.0232,781.0,-0.041036772216547494,1664247540000,1664294400000,20045.0,19580.0,1664281200000,20383.5,2022-09-26 00:00:00,sell,15m,4
355,closed,0.0326,781.0,-0.051129331683168314,1664247540000,1664294400000,20045.0,19392.0,1664281200000,20383.5,2022-09-22 00:00:00,sell,1m,4
334,closed,0.005,50.0,-0.014418151378095405,1664248200000,1664251200000,20111.0,20009.5,1664248260000,20298.0,2022-09-18 00:00:00,sell,1m,2
336,closed,0.0014,1.0,-0.007469909418041941,1664248260000,1664248320000,20176.5,20147.5,1664248260000,20298.0,2022-09-18 00:00:00,sell,1m,4
335,closed,0.0018,19.0,-0.009298393913778529,1664248260000,1664249400000,20147.5,20111.0,1664248260000,20298.0,2022-09-18 00:00:00,sell,1m,3
356,closed,0.0065,49.0,-0.012621601396857071,1664248260000,1664251200000,20176.5,20045.0,1664248260000,20298.0,2022-09-22 00:00:00,sell,15m,4
348,closed,0.0197,160.0,-0.0203994793752503,1664281200000,1664290800000,20377.5,19976.0,1664281200000,20383.5,2022-09-20 00:00:00,sell,15m,4
385,closed,0.0065,51.0,-0.012323572782810197,1664323740000,1664326800000,19112.0,18988.0,1664324940000,19222.0,2022-09-28 00:00:00,sell,1m,-2
384,closed,0.0065,392.0,-0.03448095437421515,1664328480000,1664352000000,18988.0,19112.0,1664332860000,18453.0,2022-09-28 00:00:00,buy,1m,-3
382,closed,0.0005,103.0,-0.018379125994095274,1664331420000,1664337600000,18789.0,18798.5,1664332860000,18453.0,2022-09-28 00:00:00,buy,15m,-3
383,closed,0.0101,343.0,-0.028175689909416473,1664331420000,1664352000000,18798.5,18988.0,1664332860000,18453.0,2022-09-28 00:00:00,buy,1m,-4
370,closed,0.0037,37.0,-0.01260133237017417,1664331780000,1664334000000,18620.5,18688.5,1664332860000,18453.0,2022-09-26 00:00:00,buy,1m,-4
381,closed,0.0143,97.0,-0.017882803768162224,1664331780000,1664337600000,18524.5,18789.0,1664332860000,18453.0,2022-09-28 00:00:00,buy,15m,-4
359,closed,0.011,37.0,-0.016312170158324004,1664331780000,1664334000000,18555.0,18759.0,1664332860000,18453.0,2022-09-24 00:00:00,buy,1m,-4
369,closed,0.0084,4.0,-0.008995461990816573,1664332860000,1664333100000,18466.0,18620.5,1664332860000,18453.0,2022-09-26 00:00:00,buy,15m,-3
386,closed,0.0227,1200.0,-0.03552741732942654,1664380800000,1664452800000,19555.0,19112.0,1664400480000,19791.0,2022-09-28 00:00:00,sell,1m,2
399,closed,0.0049,28.0,-0.007459836545561016,1664496120000,1664497800000,19542.5,19638.5,1664497380000,19492.0,2022-09-30 00:00:00,buy,1m,3
400,closed,0.0049,5.0,-0.007803505181015735,1664497920000,1664498220000,19638.5,19542.5,1664498160000,19695.0,2022-09-30 00:00:00,sell,1m,4
