,status,pnl,duration,dd,open,close,entry,exit,ddtms,ddv,created_at,side,tx,txi
616,closed,0.0078,6479.0,-0.13626280501483015,1662696060000.0,1663084800000,20218.5,20060.5,1663071900000.0,22794.0,2022-09-03 00:00:00,sell,1m,3
655,closed,0.0068,6479.0,-0.13626280501483015,1662696060000.0,1663084800000,20197.5,20060.5,1663071900000.0,22794.0,2022-09-05 00:00:00,sell,15m,3
673,closed,0.0068,6479.0,-0.13626280501483015,1662696060000.0,1663084800000,20197.5,20060.5,1663071900000.0,22794.0,2022-09-06 00:00:00,sell,15m,3
688,closed,0.0108,6719.0,-0.14868848741401466,1662696060000.0,1663099200000,20060.5,19843.5,1663071900000.0,22794.0,2022-09-07 00:00:00,sell,15m,2
726,closed,0.013,6719.0,-0.14528325587237784,1662696060000.0,1663099200000,20164.5,19902.5,1663071900000.0,22794.0,2022-09-09 00:00:00,sell,15m,4
637,closed,0.0073,1.0,-0.00772372818418121,1662696120000.0,1662696180000,20346.5,20197.5,1662696120000.0,20353.5,2022-09-04 00:00:00,sell,15m,3
617,closed,0.0072,6452.0,-0.12738333704280733,1662697680000.0,1663084800000,20364.5,20218.5,1663071900000.0,22794.0,2022-09-03 00:00:00,sell,1m,4
690,closed,0.0123,6424.0,-0.1297581284694687,1662699360000.0,1663084800000,20428.0,20176.0,1663071900000.0,22794.0,2022-09-07 00:00:00,sell,15m,4
618,closed,0.0016,1.0,-0.004935058557784379,1662699360000.0,1662699420000,20398.0,20364.5,1662699360000.0,20465.0,2022-09-03 00:00:00,sell,15m,3
674,closed,0.0113,6424.0,-0.1285555142963238,1662699360000.0,1663084800000,20428.0,20197.5,1663071900000.0,22794.0,2022-09-06 00:00:00,sell,15m,4
656,closed,0.0147,6402.0,-0.1285555142963238,1662700680000.0,1663084800000,20499.5,20197.5,1663071900000.0,22794.0,2022-09-05 00:00:00,sell,15m,4
657,closed,0.0005,1.0,-0.004463523500573185,1662701100000.0,1662701160000,20510.0,20499.5,1662701100000.0,20591.0,2022-09-05 00:00:00,sell,1h,-3
675,closed,0.004,6395.0,-0.11582142157822596,1662701100000.0,1663084800000,20510.0,20428.0,1663071900000.0,22794.0,2022-09-06 00:00:00,sell,1h,-3
691,closed,0.004,6395.0,-0.11582142157822596,1662701100000.0,1663084800000,20510.0,20428.0,1663071900000.0,22794.0,2022-09-07 00:00:00,sell,1h,-2
619,closed,0.0083,6395.0,-0.11746249632316894,1662701100000.0,1663084800000,20569.0,20398.0,1663071900000.0,22794.0,2022-09-03 00:00:00,sell,15m,4
727,closed,0.0168,6395.0,-0.1304024399315629,1662701100000.0,1663084800000,20510.0,20164.5,1663071900000.0,22794.0,2022-09-09 00:00:00,sell,1h,-2
601,closed,0.0083,6395.0,-0.11746249632316894,1662701100000.0,1663084800000,20569.0,20398.0,1663071900000.0,22794.0,2022-09-02 00:00:00,sell,15m,4
638,closed,0.0108,6395.0,-0.12029095913302042,1662701100000.0,1663084800000,20569.0,20346.5,1663071900000.0,22794.0,2022-09-04 00:00:00,sell,15m,4
582,closed,0.0083,6395.0,-0.11746249632316894,1662701100000.0,1663084800000,20569.0,20398.0,1663071900000.0,22794.0,2022-09-01 00:00:00,sell,15m,3
708,closed,0.0168,6395.0,-0.1304024399315629,1662701100000.0,1663084800000,20510.0,20164.5,1663071900000.0,22794.0,2022-09-08 00:00:00,sell,1h,-2
560,closed,0.021,6395.0,-0.13521589720603616,1662701100000.0,1663084800000,20510.0,20079.0,1663071900000.0,22794.0,2022-08-31 00:00:00,sell,15m,-2
561,closed,0.0029,1.0,-0.003949293027791321,1662701100000.0,1662701160000,20569.0,20510.0,1662701100000.0,20591.0,2022-08-31 00:00:00,sell,15m,2
583,closed,0.0082,4.0,-0.008799649958675677,1662701520000.0,1662701760000,20739.0,20569.0,1662701520000.0,20750.0,2022-09-01 00:00:00,sell,15m,4
482,closed,0.005,4.0,-0.00742826625236685,1662701520000.0,1662701760000,20700.5,20597.0,1662701520000.0,20750.0,2022-08-27 00:00:00,sell,1m,3
481,closed,0.0042,13.0,-0.011701608971233545,1662701520000.0,1662702300000,20597.0,20510.0,1662701520000.0,20750.0,2022-08-27 00:00:00,sell,1m,2
503,closed,0.0135,6335.0,-0.1113603120429059,1662704700000.0,1663084800000,20790.0,20510.0,1663071900000.0,22794.0,2022-08-28 00:00:00,sell,15m,-2
522,closed,0.0183,6184.0,-0.1113603120429059,1662713760000.0,1663084800000,20892.0,20510.0,1663071900000.0,22794.0,2022-08-29 00:00:00,sell,15m,2
542,closed,0.0183,6184.0,-0.1113603120429059,1662713760000.0,1663084800000,20892.0,20510.0,1663071900000.0,22794.0,2022-08-30 00:00:00,sell,15m,2
709,closed,0.0153,6184.0,-0.1113603120429059,1662713760000.0,1663084800000,20829.5,20510.0,1663071900000.0,22794.0,2022-09-08 00:00:00,sell,1h,2
562,closed,0.0155,6184.0,-0.10817249258593029,1662713760000.0,1663084800000,20892.0,20569.0,1663071900000.0,22794.0,2022-08-31 00:00:00,sell,15m,3
483,closed,0.0062,4.0,-0.013477935315572087,1662713760000.0,1662714000000,20829.5,20700.5,1662713760000.0,20979.5,2022-08-27 00:00:00,sell,1m,4
728,closed,0.0153,6184.0,-0.1113603120429059,1662713760000.0,1663084800000,20829.5,20510.0,1663071900000.0,22794.0,2022-09-09 00:00:00,sell,1h,2
676,closed,0.0263,6077.0,-0.1113603120429059,1662720180000.0,1663084800000,21063.5,20510.0,1663071900000.0,22794.0,2022-09-06 00:00:00,sell,1h,-2
484,closed,0.0101,5837.0,-0.09032862046616577,1662720180000.0,1663070400000,21042.0,20829.5,1663068000000.0,22711.0,2022-08-27 00:00:00,sell,15m,-2
504,closed,0.0171,5834.0,-0.0924001924001924,1662720360000.0,1663070400000,21152.0,20790.0,1663068000000.0,22711.0,2022-08-28 00:00:00,sell,15m,2
485,closed,0.0263,5085.0,-0.07931755536545956,1662765300000.0,1663070400000,21610.0,21042.0,1663068000000.0,22711.0,2022-08-27 00:00:00,sell,15m,2
543,closed,0.0258,5085.0,-0.08706681983534367,1662765300000.0,1663070400000,21445.0,20892.0,1663068000000.0,22711.0,2022-08-30 00:00:00,sell,15m,3
743,closed,0.0066,15.0,-0.007824652368607118,1662768000000.0,1662768900000,21355.0,21215.0,1662768180000.0,21381.0,2022-09-10 00:00:00,sell,1m,2
742,closed,0.0066,155.0,-0.009271833294310467,1662769500000.0,1662778800000,21215.0,21355.0,1662770040000.0,21157.0,2022-09-10 00:00:00,buy,1m,-2
741,closed,0.0024,2.0,-0.002733914683007306,1662770040000.0,1662770160000,21165.0,21215.0,1662770040000.0,21157.0,2022-09-10 00:00:00,buy,1m,-3
744,closed,0.0083,105.0,-0.0141184734254273,1662786900000.0,1662793200000,21533.5,21355.0,1662788460000.0,21656.5,2022-09-10 00:00:00,sell,1m,3
740,closed,0.0022,2.0,-0.0024568863690054336,1662818100000.0,1662818220000,21119.5,21165.0,1662818100000.0,21113.0,2022-09-10 00:00:00,buy,1m,-4
745,closed,0.0061,7.0,-0.01228318666264193,1662846540000.0,1662846960000,21666.0,21533.5,1662846540000.0,21798.0,2022-09-10 00:00:00,sell,1m,4
523,closed,0.0358,3731.0,-0.08706681983534367,1662846540000.0,1663070400000,21667.5,20892.0,1663068000000.0,22711.0,2022-08-29 00:00:00,sell,15m,3
486,closed,0.0033,6.0,-0.008699676075890792,1662846540000.0,1662846900000,21682.5,21610.0,1662846540000.0,21798.0,2022-08-27 00:00:00,sell,15m,3
505,closed,0.0243,3731.0,-0.07370461422087746,1662846540000.0,1663070400000,21678.5,21152.0,1663068000000.0,22711.0,2022-08-28 00:00:00,sell,15m,3
759,closed,0.008,960.0,-0.021332232314891276,1662854400000.0,1662912000000,21625.0,21798.0,1662878040000.0,21333.0,2022-09-11 00:00:00,buy,1m,3
758,closed,0.0032,23.0,-0.004508670520231214,1662856620000.0,1662858000000,21557.0,21625.0,1662857760000.0,21527.5,2022-09-11 00:00:00,buy,1m,2
757,closed,0.0068,30.0,-0.010391056269425245,1662877800000.0,1662879600000,21412.0,21557.0,1662878040000.0,21333.0,2022-09-11 00:00:00,buy,1m,-2
563,closed,0.0447,2541.0,-0.08706681983534367,1662917940000.0,1663070400000,21869.0,20892.0,1663068000000.0,22711.0,2022-08-31 00:00:00,sell,15m,4
760,closed,0.0079,6.0,-0.01176878612716763,1662917940000.0,1662918300000,21798.0,21625.0,1662917940000.0,21879.5,2022-09-11 00:00:00,sell,1m,4
544,closed,0.0194,141.0,-0.02026113313126603,1662917940000.0,1662926400000,21869.0,21445.0,1662917940000.0,21879.5,2022-08-30 00:00:00,sell,15m,4
774,closed,0.006,58.0,-0.011677597751319728,1662940920000.0,1662944400000,21748.0,21879.5,1662944400000.0,21624.0,2022-09-12 00:00:00,buy,1m,3
773,closed,0.0018,2.0,-0.0018392495861688431,1662941040000.0,1662941160000,21708.5,21748.0,1662941040000.0,21708.0,2022-09-12 00:00:00,buy,1m,2
775,closed,0.006,31.0,-0.02956593709766415,1662946140000.0,1662948000000,21879.5,21748.0,1662947160000.0,22391.0,2022-09-12 00:00:00,sell,1m,4
776,closed,0.0,1.0,-0.004821865216298362,1662946140000.0,1662946200000,21880.0,21879.5,1662946140000.0,21985.0,2022-09-12 00:00:00,sell,1h,4
761,closed,0.0037,1.0,-0.00857876869437563,1662946140000.0,1662946200000,21880.0,21798.0,1662946140000.0,21985.0,2022-09-11 00:00:00,sell,1h,4
524,closed,0.0097,31.0,-0.03339102342217607,1662946140000.0,1662948000000,21880.0,21667.5,1662947160000.0,22391.0,2022-08-29 00:00:00,sell,15m,4
487,closed,0.009,31.0,-0.03267612129597602,1662946140000.0,1662948000000,21880.0,21682.5,1662947160000.0,22391.0,2022-08-27 00:00:00,sell,15m,4
746,closed,0.0098,31.0,-0.03346256807901782,1662946140000.0,1662948000000,21880.0,21666.0,1662947160000.0,22391.0,2022-09-10 00:00:00,sell,1h,4
469,closed,0.009,31.0,-0.03267612129597602,1662946140000.0,1662948000000,21880.0,21682.5,1662947160000.0,22391.0,2022-08-26 00:00:00,sell,15m,4
506,closed,0.0092,31.0,-0.0328666651290449,1662946140000.0,1662948000000,21880.0,21678.5,1662947160000.0,22391.0,2022-08-28 00:00:00,sell,15m,4
449,closed,0.0057,31.0,-0.02923465869914962,1662946140000.0,1662948000000,21880.0,21755.0,1662947160000.0,22391.0,2022-08-25 00:00:00,sell,1m,4
525,closed,0.0113,17.0,-0.023354661791590493,1662946980000.0,1662948000000,22130.0,21880.0,1662947160000.0,22391.0,2022-08-29 00:00:00,sell,1h,2
545,closed,0.0118,17.0,-0.023869404179432074,1662946980000.0,1662948000000,22130.0,21869.0,1662947160000.0,22391.0,2022-08-30 00:00:00,sell,1h,2
602,closed,0.0705,2297.0,-0.10817249258593029,1662946980000.0,1663084800000,22130.0,20569.0,1663071900000.0,22794.0,2022-09-02 00:00:00,sell,1h,2
584,closed,0.0629,2297.0,-0.0990886735136699,1662946980000.0,1663084800000,22130.0,20739.0,1663071900000.0,22794.0,2022-09-01 00:00:00,sell,1h,2
677,closed,0.0482,2057.0,-0.07821587105656705,1662946980000.0,1663070400000,22130.0,21063.5,1663068000000.0,22711.0,2022-09-06 00:00:00,sell,1h,2
658,closed,0.0732,2297.0,-0.1113603120429059,1662946980000.0,1663084800000,22130.0,20510.0,1663071900000.0,22794.0,2022-09-05 00:00:00,sell,1h,2
639,closed,0.0705,2297.0,-0.10817249258593029,1662946980000.0,1663084800000,22130.0,20569.0,1663071900000.0,22794.0,2022-09-04 00:00:00,sell,1h,2
620,closed,0.0705,2297.0,-0.10817249258593029,1662946980000.0,1663084800000,22130.0,20569.0,1663071900000.0,22794.0,2022-09-03 00:00:00,sell,1h,2
729,closed,0.0588,2057.0,-0.09032862046616577,1662946980000.0,1663070400000,22130.0,20829.5,1663068000000.0,22711.0,2022-09-09 00:00:00,sell,1h,3
564,closed,0.0118,17.0,-0.023869404179432074,1662946980000.0,1662948000000,22130.0,21869.0,1662947160000.0,22391.0,2022-08-31 00:00:00,sell,1h,2
411,closed,0.0268,77.0,-0.03960442009471631,1662946980000.0,1662951600000,22130.0,21538.0,1662947160000.0,22391.0,2022-08-23 00:00:00,sell,15m,2
692,closed,0.0732,2297.0,-0.1113603120429059,1662946980000.0,1663084800000,22130.0,20510.0,1663071900000.0,22794.0,2022-09-07 00:00:00,sell,1h,2
710,closed,0.0588,2057.0,-0.09032862046616577,1662946980000.0,1663070400000,22130.0,20829.5,1663068000000.0,22711.0,2022-09-08 00:00:00,sell,1h,3
431,closed,0.0217,77.0,-0.03422632794457275,1662946980000.0,1662951600000,22130.0,21650.0,1662947160000.0,22391.0,2022-08-24 00:00:00,sell,15m,2
450,closed,0.021,14.0,-0.023354661791590493,1662947160000.0,1662948000000,22350.0,21880.0,1662947160000.0,22391.0,2022-08-25 00:00:00,sell,1h,-3
772,closed,0.0074,27.0,-0.008199553170417118,1662953580000.0,1662955200000,21550.0,21708.5,1662953580000.0,21530.5,2022-09-12 00:00:00,buy,1m,-2
790,closed,0.0034,15.0,-0.004994400895856663,1663027200000.0,1663028100000,22400.5,22325.0,1663027740000.0,22436.5,2022-09-13 00:00:00,sell,1m,3
789,closed,0.0034,223.0,-0.015289837280417847,1663028220000.0,1663041600000,22325.0,22400.5,1663035180000.0,22058.0,2022-09-13 00:00:00,buy,1m,2
788,closed,0.0043,218.0,-0.011959686450167973,1663028520000.0,1663041600000,22230.0,22325.0,1663035180000.0,22058.0,2022-09-13 00:00:00,buy,1m,-2
787,closed,0.0026,23.0,-0.0056905083220872696,1663028520000.0,1663029900000,22171.5,22230.0,1663029420000.0,22103.5,2022-09-13 00:00:00,buy,1m,-3
791,closed,0.0039,1.0,-0.01153992098390661,1663051200000.0,1663051260000,22488.0,22400.5,1663051200000.0,22659.0,2022-09-13 00:00:00,sell,1m,4
546,closed,0.0174,320.0,-0.026253953908721192,1663051200000.0,1663070400000,22521.0,22130.0,1663068000000.0,22711.0,2022-08-30 00:00:00,sell,1h,-2
526,closed,0.0174,320.0,-0.026253953908721192,1663051200000.0,1663070400000,22521.0,22130.0,1663068000000.0,22711.0,2022-08-29 00:00:00,sell,1h,-2
507,closed,0.0285,320.0,-0.03797989031078611,1663051200000.0,1663070400000,22521.0,21880.0,1663068000000.0,22711.0,2022-08-28 00:00:00,sell,1h,-2
488,closed,0.0285,320.0,-0.03797989031078611,1663051200000.0,1663070400000,22521.0,21880.0,1663068000000.0,22711.0,2022-08-27 00:00:00,sell,1h,-3
470,closed,0.0285,320.0,-0.03797989031078611,1663051200000.0,1663070400000,22521.0,21880.0,1663068000000.0,22711.0,2022-08-26 00:00:00,sell,1h,-3
393,closed,0.0405,40.0,-0.04274563820018366,1663068000000.0,1663070400000,22700.0,21780.0,1663068000000.0,22711.0,2022-08-22 00:00:00,sell,15m,-3
565,closed,0.0251,40.0,-0.026253953908721192,1663068000000.0,1663070400000,22700.0,22130.0,1663068000000.0,22711.0,2022-08-31 00:00:00,sell,1h,-2
659,closed,0.0251,40.0,-0.026253953908721192,1663068000000.0,1663070400000,22700.0,22130.0,1663068000000.0,22711.0,2022-09-05 00:00:00,sell,1h,-2
585,closed,0.0251,40.0,-0.026253953908721192,1663068000000.0,1663070400000,22700.0,22130.0,1663068000000.0,22711.0,2022-09-01 00:00:00,sell,1h,-2
603,closed,0.0251,40.0,-0.026253953908721192,1663068000000.0,1663070400000,22700.0,22130.0,1663068000000.0,22711.0,2022-09-02 00:00:00,sell,1h,-2
360,closed,0.0465,40.0,-0.04924924924924925,1663068000000.0,1663070400000,22700.0,21645.0,1663068000000.0,22711.0,2022-08-20 00:00:00,sell,15m,-3
621,closed,0.0251,40.0,-0.026253953908721192,1663068000000.0,1663070400000,22700.0,22130.0,1663068000000.0,22711.0,2022-09-03 00:00:00,sell,1h,-2
412,closed,0.0251,40.0,-0.026253953908721192,1663068000000.0,1663070400000,22700.0,22130.0,1663068000000.0,22711.0,2022-08-23 00:00:00,sell,15m,-2
375,closed,0.0598,40.0,-0.06409595651970201,1663068000000.0,1663070400000,22700.0,21343.0,1663068000000.0,22711.0,2022-08-21 00:00:00,sell,15m,-3
640,closed,0.0251,40.0,-0.026253953908721192,1663068000000.0,1663070400000,22700.0,22130.0,1663068000000.0,22711.0,2022-09-04 00:00:00,sell,1h,-2
786,open,-0.2447,156210.0,-0.3036104909455833,1663072200000.0,1672444800000,22004.0,22171.5,1669067520000.0,15440.0,2022-09-13 00:00:00,buy,1m,-4
785,closed,0.0009,1.0,-0.01836029812761316,1663072200000.0,1663072260000,21985.0,22004.0,1663072260000.0,21600.0,2022-09-13 00:00:00,buy,15m,3
771,open,-0.2261,156187.0,-0.2835266821345708,1663073580000.0,1672444800000,21477.0,21550.0,1669067520000.0,15440.0,2022-09-12 00:00:00,buy,1m,-3
770,closed,0.002,2.0,-0.006565162732225171,1663073580000.0,1663073700000,21434.5,21477.0,1663073640000.0,21336.0,2022-09-12 00:00:00,buy,1m,-4
756,closed,0.0038,4.0,-0.007332337007285634,1663074900000.0,1663075140000,21331.5,21412.0,1663075080000.0,21255.0,2022-09-11 00:00:00,buy,1m,-3
755,closed,0.008,75480.0,-0.15284907296720812,1663077600000.0,1667606400000,21162.5,21331.5,1665664200000.0,18071.0,2022-09-11 00:00:00,buy,1m,-4
769,closed,0.0293,75396.0,-0.15691991882245912,1663082640000.0,1667606400000,20825.0,21434.5,1665664200000.0,18071.0,2022-09-12 00:00:00,buy,15m,3
784,open,-0.2021,156036.0,-0.29770297930407097,1663082640000.0,1672444800000,20831.0,21985.0,1669067520000.0,15440.0,2022-09-13 00:00:00,buy,15m,-2
754,closed,0.0162,74676.0,-0.1460838747784997,1663082640000.0,1667563200000,20825.0,21162.5,1665664200000.0,18071.0,2022-09-11 00:00:00,buy,15m,3
783,closed,0.0003,1.0,-0.0006960779607316019,1663082640000.0,1663082700000,20825.0,20831.0,1663082640000.0,20816.5,2022-09-13 00:00:00,buy,15m,2
739,closed,0.0141,74676.0,-0.14434527332559957,1663082640000.0,1667563200000,20825.0,21119.5,1665664200000.0,18071.0,2022-09-10 00:00:00,buy,15m,3
738,closed,0.0328,61495.0,-0.13224489795918368,1663095900000.0,1666785600000,20164.5,20825.0,1665664200000.0,18071.0,2022-09-10 00:00:00,buy,15m,2
753,closed,0.0323,61495.0,-0.13224489795918368,1663095900000.0,1666785600000,20172.5,20825.0,1665664200000.0,18071.0,2022-09-11 00:00:00,buy,15m,-2
752,closed,0.0004,1.0,-0.002156401041021192,1663095900000.0,1663095960000,20164.5,20172.5,1663095960000.0,20129.0,2022-09-11 00:00:00,buy,15m,2
768,closed,0.0323,61495.0,-0.13224489795918368,1663095900000.0,1666785600000,20172.5,20825.0,1665664200000.0,18071.0,2022-09-12 00:00:00,buy,15m,-2
782,closed,0.0323,61495.0,-0.13224489795918368,1663095900000.0,1666785600000,20172.5,20825.0,1665664200000.0,18071.0,2022-09-13 00:00:00,buy,15m,-3
767,closed,0.0112,18.0,-0.016730697732060974,1663105320000.0,1663106400000,19950.0,20172.5,1663105320000.0,19835.0,2022-09-12 00:00:00,buy,15m,2
799,closed,0.0085,58.0,-0.013834186687672312,1663113720000.0,1663117200000,20140.0,20312.0,1663114860000.0,20031.0,2022-09-14 00:00:00,buy,1m,-3
800,closed,0.0085,151.0,-0.018768619662363456,1663118940000.0,1663128000000,20312.0,20140.0,1663122300000.0,20518.0,2022-09-14 00:00:00,sell,1m,-2
801,closed,0.0048,40.0,-0.010141788105553367,1663122000000.0,1663124400000,20410.0,20312.0,1663122300000.0,20518.0,2022-09-14 00:00:00,sell,1m,2
798,closed,0.0154,107.0,-0.027284011916583913,1663179180000.0,1663185600000,19835.0,20140.0,1663179360000.0,19590.5,2022-09-14 00:00:00,buy,1m,-4
797,closed,0.0099,5.0,-0.01232669523569448,1663179360000.0,1663179660000,19640.5,19835.0,1663179360000.0,19590.5,2022-09-14 00:00:00,buy,15m,-3
751,closed,0.0267,104.0,-0.028465868233777183,1663179360000.0,1663185600000,19640.5,20164.5,1663179360000.0,19590.5,2022-09-11 00:00:00,buy,15m,-3
737,closed,0.0276,104.0,-0.028465868233777183,1663179360000.0,1663185600000,19623.0,20164.5,1663179360000.0,19590.5,2022-09-10 00:00:00,buy,15m,-2
816,closed,0.0052,60.0,-0.006659708761989961,1663200000000.0,1663203600000,20227.0,20121.0,1663201020000.0,20255.0,2022-09-15 00:00:00,sell,1m,3
815,closed,0.0053,177.0,-0.015548524249765166,1663203780000.0,1663214400000,20121.0,20227.0,1663211040000.0,19912.5,2022-09-15 00:00:00,buy,1m,2
814,closed,0.003,22.0,-0.008647681526763084,1663204080000.0,1663205400000,20061.0,20121.0,1663204320000.0,19947.0,2022-09-15 00:00:00,buy,1m,-2
813,closed,0.0121,2001.0,-0.03718658092816909,1663252740000.0,1663372800000,19821.0,20061.0,1663348020000.0,19315.0,2022-09-15 00:00:00,buy,1m,-3
812,closed,0.0118,14.0,-0.017607587911810704,1663254960000.0,1663255800000,19590.5,19821.0,1663254960000.0,19472.0,2022-09-15 00:00:00,buy,1m,-4
829,closed,0.0032,45.0,-0.008784142976482799,1663286400000.0,1663289100000,19688.5,19751.5,1663287420000.0,19578.0,2022-09-16 00:00:00,buy,1m,-3
830,closed,0.0032,67.0,-0.0056378088732000915,1663289580000.0,1663293600000,19751.5,19688.5,1663290360000.0,19799.5,2022-09-16 00:00:00,sell,1m,-2
831,closed,0.0037,46.0,-0.004936333949320305,1663301640000.0,1663304400000,19825.5,19751.5,1663304220000.0,19849.0,2022-09-16 00:00:00,sell,1m,2
832,closed,0.0016,5.0,-0.00262288466873471,1663328400000.0,1663328700000,19857.0,19825.5,1663328640000.0,19877.5,2022-09-16 00:00:00,sell,1m,3
828,closed,0.0061,8.0,-0.012875536480686695,1663336320000.0,1663336800000,19568.5,19688.5,1663336680000.0,19435.0,2022-09-16 00:00:00,buy,1m,-4
827,closed,0.005,2.0,-0.006822188721670031,1663336680000.0,1663336800000,19472.0,19568.5,1663336680000.0,19435.0,2022-09-16 00:00:00,buy,15m,-4
848,closed,0.0062,2391.0,-0.024525858785893823,1663373340000.0,1663516800000,19815.5,19693.5,1663431300000.0,20176.5,2022-09-17 00:00:00,sell,1m,4
833,closed,0.0042,208.0,-0.011205116583572544,1663374720000.0,1663387200000,19940.5,19857.0,1663374780000.0,20079.5,2022-09-16 00:00:00,sell,1m,4
862,closed,0.0051,12954.0,-0.09999502759683755,1663459560000.0,1664236800000,20009.5,20111.0,1663798620000.0,18100.0,2022-09-18 00:00:00,buy,1m,-2
861,closed,0.0017,4.0,-0.0027736825008121144,1663459740000.0,1663459980000,19976.5,20009.5,1663459860000.0,19954.0,2022-09-18 00:00:00,buy,1m,-3
860,closed,0.003,14.0,-0.008334793382224114,1663494360000.0,1663495200000,19917.5,19976.5,1663495080000.0,19810.0,2022-09-18 00:00:00,buy,1m,-4
847,closed,0.0062,4307.0,-0.08606898639953571,1663517580000.0,1663776000000,19693.5,19815.5,1663569840000.0,18110.0,2022-09-17 00:00:00,buy,1m,3
859,closed,0.0122,4307.0,-0.090749341031756,1663517580000.0,1663776000000,19677.5,19917.5,1663569840000.0,18110.0,2022-09-18 00:00:00,buy,15m,-3
846,closed,0.0045,4.0,-0.00474775941300429,1663523760000.0,1663524000000,19604.5,19693.5,1663523760000.0,19600.0,2022-09-17 00:00:00,buy,1m,2
845,closed,0.0017,1.0,-0.0027799739855645387,1663525140000.0,1663525200000,19572.0,19604.5,1663525140000.0,19550.0,2022-09-17 00:00:00,buy,1m,-2
844,closed,0.0041,1370.0,-0.07469854894747599,1663535400000.0,1663617600000,19491.5,19572.0,1663569840000.0,18110.0,2022-09-17 00:00:00,buy,1m,-3
877,closed,0.0092,1065.0,-0.07365728900255754,1663553700000.0,1663617600000,19371.0,19550.0,1663569840000.0,18110.0,2022-09-19 00:00:00,buy,1m,-3
720,closed,0.0053,584.0,-0.06313856341015493,1663553760000.0,1663588800000,19229.0,19330.5,1663569840000.0,18110.0,2022-09-09 00:00:00,buy,1m,-2
796,closed,0.0246,1064.0,-0.0779257147221303,1663553760000.0,1663617600000,19168.5,19640.5,1663569840000.0,18110.0,2022-09-14 00:00:00,buy,15m,-4
811,closed,0.0041,584.0,-0.056706473202077785,1663553760000.0,1663588800000,19120.78,19198.69,1663569840000.0,18110.0,2022-09-15 00:00:00,buy,1h,-3
876,closed,0.002,584.0,-0.06509731041247226,1663553760000.0,1663588800000,19333.0,19371.0,1663569840000.0,18110.0,2022-09-19 00:00:00,buy,1m,-4
875,closed,0.0009,584.0,-0.06325971137433405,1663553760000.0,1663588800000,19315.0,19333.0,1663569840000.0,18110.0,2022-09-19 00:00:00,buy,15m,-4
719,closed,0.0048,584.0,-0.05819335378854855,1663553760000.0,1663588800000,19137.0,19229.0,1663569840000.0,18110.0,2022-09-09 00:00:00,buy,1m,-3
858,closed,0.0188,3704.0,-0.0796595095921738,1663553760000.0,1663776000000,19315.0,19677.5,1663569840000.0,18110.0,2022-09-18 00:00:00,buy,15m,-4
718,closed,0.0028,584.0,-0.053665673825573496,1663553760000.0,1663588800000,19084.5,19137.0,1663569840000.0,18110.0,2022-09-09 00:00:00,buy,1m,-4
843,closed,0.0091,824.0,-0.07087704897006387,1663553760000.0,1663603200000,19315.0,19491.5,1663569840000.0,18110.0,2022-09-17 00:00:00,buy,1m,-4
766,closed,0.0527,3703.0,-0.09223057644110276,1663553820000.0,1663776000000,18951.5,19950.0,1663569840000.0,18110.0,2022-09-12 00:00:00,buy,15m,-3
781,closed,0.0627,11383.0,-0.10273887718428554,1663553820000.0,1664236800000,18982.5,20172.5,1663798620000.0,18100.0,2022-09-13 00:00:00,buy,15m,-4
736,closed,0.0354,1063.0,-0.07710339907251694,1663553820000.0,1663617600000,18951.5,19623.0,1663569840000.0,18110.0,2022-09-10 00:00:00,buy,15m,-3
717,closed,0.007,583.0,-0.05106238046582305,1663553820000.0,1663588800000,18951.5,19084.5,1663569840000.0,18110.0,2022-09-09 00:00:00,buy,15m,-2
700,closed,0.0095,583.0,-0.05490032355703998,1663553820000.0,1663588800000,18982.5,19162.0,1663569840000.0,18110.0,2022-09-08 00:00:00,buy,1m,-3
699,closed,0.0077,1.0,-0.011378901619913078,1663553820000.0,1663553880000,18837.5,18982.5,1663553820000.0,18766.5,2022-09-08 00:00:00,buy,1m,-4
716,closed,0.01,574.0,-0.04440281771891407,1663554360000.0,1663588800000,18764.5,18951.5,1663569840000.0,18110.0,2022-09-09 00:00:00,buy,15m,-3
698,closed,0.0039,4.0,-0.005175846051758461,1663554360000.0,1663554600000,18764.5,18837.5,1663554360000.0,18740.0,2022-09-08 00:00:00,buy,15m,-3
37,closed,0.0675,602.0,-0.0730299839738094,1663567080000.0,1663603200000,18301.47,19536.77,1663569840000.0,18110.0,2022-08-03 00:00:00,buy,1h,-4
1,closed,0.0794,3482.0,-0.08322597138308344,1663567080000.0,1663776000000,18301.47,19754.05,1663569840000.0,18110.0,2022-08-01 00:00:00,buy,1h,-4
874,closed,0.0192,362.0,-0.04325178168601122,1663567080000.0,1663588800000,18572.47,18928.7,1663569840000.0,18110.0,2022-09-19 00:00:00,buy,1h,-3
18,closed,0.0675,602.0,-0.0730299839738094,1663567080000.0,1663603200000,18301.47,19536.77,1663569840000.0,18110.0,2022-08-02 00:00:00,buy,1h,-4
715,closed,0.017,122.0,-0.034879693037384425,1663567080000.0,1663574400000,18451.0,18764.5,1663569840000.0,18110.0,2022-09-09 00:00:00,buy,15m,-4
735,closed,0.0271,362.0,-0.04440281771891407,1663567080000.0,1663588800000,18451.0,18951.5,1663569840000.0,18110.0,2022-09-10 00:00:00,buy,15m,-4
